drug	disease	label	fold
DB00668	C0428977	1	1
DB00669	C0149931	1	2
DB00670	C0013295	1	2
DB00670	C0017168	1	3
DB00670	C0030920	1	3
DB00670	C0038358	1	0
DB00670	C0041582	1	2
DB00672	C0011849	1	0
DB00672	C0011860	1	0
DB00672	C0020456	1	0
DB00673	C0027497	1	3
DB00673	C0042963	1	3
DB00674	C0002395	1	1
DB00675	C0006142	1	1
DB00675	C0018418	1	0
DB00675	C0030297	1	2
DB00675	C0034013	1	1
DB00675	C1134719	1	1
DB00675	C1458155	1	2
DB00677	C0017601	1	3
DB00677	C0038379	1	4
DB00678	C0003811	1	0
DB00678	C0011881	1	3
DB00678	C0018802	1	3
DB00678	C0020538	1	1
DB00678	C0242698	1	0
DB00679	C3544321	1	3
DB00680	C0003811	1	1
DB00680	C0042510	1	4
DB00680	C0042514	1	4
DB00680	C0085612	1	4
DB00682	C0004238	1	1
DB00682	C0004239	1	0
DB00682	C0027051	1	4
DB00682	C0034065	1	3
DB00682	C0040038	1	0
DB00682	C0040046	1	3
DB00682	C0040053	1	1
DB00682	C0149871	1	3
DB00682	C0878544	1	3
DB00682	C0917805	1	4
DB00683	C0003467	1	0
DB00683	C0038220	1	3
DB00683	C0085631	1	0
DB00685	C0037199	1	2
DB00685	C0042029	1	2
DB00686	C0042345	1	0
DB00686	C0282488	1	1
DB00687	C0001403	1	4
DB00687	C0405580	1	3
DB00688	C0033860	1	0
DB00690	C0021603	1	2
DB00690	C0917801	1	0
DB00691	C0018802	1	1
DB00691	C0020538	1	3
DB00692	C0020540	1	3
DB00692	C0020546	1	2
DB00692	C0021308	1	2
DB00692	C0023212	1	1
DB00692	C0027051	1	4
DB00692	C0031511	1	1
DB00692	C0085096	1	3
DB00692	C0242350	1	2
DB00692	C0917798	1	4
DB00694	C0023440	1	2
DB00694	C0023449	1	0
DB00694	C0023465	1	0
DB00694	C0023467	1	2
DB00694	C0023487	1	0
DB00694	C0036220	1	1
DB00695	C0013604	1	0
DB00695	C0018802	1	0
DB00695	C0020538	1	2
DB00695	C0022660	1	2
DB00695	C0022661	1	1
DB00695	C0023890	1	0
DB00695	C0027726	1	2
DB00695	C0034063	1	1
DB00696	C0149931	1	4
DB00697	C0026838	1	3
DB00697	C0027121	1	4
DB00697	C0037763	1	1
DB00697	C0040997	1	4
DB00699	C0004153	1	0
DB00699	C0024437	1	4
DB00699	C0034734	1	3
DB00699	C0040053	1	3
DB00699	C0149931	1	4
DB00700	C0018802	1	4
DB00700	C0020428	1	1
DB00700	C0020538	1	1
DB00703	C0017601	1	1
DB00703	C0017605	1	3
DB00703	C0017612	1	3
DB00704	C0001973	1	1
DB00704	C0028754	1	2
DB00704	C0150055	1	1
DB00706	C2937421	1	3
DB00707	C0007131	1	2
DB00707	C0014859	1	1
DB00710	C0020437	1	3
DB00710	C0029456	1	1
DB00710	C0029458	1	2
DB00712	C0003873	1	0
DB00712	C0013390	1	4
DB00712	C0029408	1	4
DB00712	C0038013	1	2
DB00713	C0007642	1	1
DB00713	C0014121	1	1
DB00713	C0029443	1	4
DB00713	C0036690	1	3
DB00713	C0037199	1	1
DB00713	C0038160	1	3
DB00713	C0149725	1	4
DB00713	C2242472	1	3
DB00714	C0013384	1	3
DB00714	C0030567	1	3
DB00714	C0242350	1	3
DB00715	C0011581	1	2
DB00715	C0028768	1	2
DB00715	C0030319	1	4
DB00715	C1269683	1	3
DB00716	C0004096	1	0
DB00716	C0009763	1	2
DB00716	C0020517	1	1
DB00716	C0847614	1	3
DB00717	C0014173	1	1
DB00717	C0014175	1	0
DB00717	C0020619	1	1
DB00717	C0025323	1	2
DB00717	C0025874	1	0
DB00717	C0232940	1	1
DB00717	C0271578	1	4
DB00719	C0018621	1	2
DB00719	C0020517	1	2
DB00719	C0027424	1	4
DB00719	C0033774	1	3
DB00719	C0035457	1	2
DB00719	C0042109	1	2
DB00719	C0343065	1	2
DB00719	C2607914	1	4
DB00720	C0020437	1	1
DB00720	C0020502	1	4
DB00720	C0026764	1	2
DB00720	C0029456	1	2
DB00722	C0011849	1	4
DB00722	C0018802	1	0
DB00722	C0020538	1	3
DB00722	C0027051	1	1
DB00722	C0040053	1	1
DB00722	C0730345	1	3
DB00723	C0020649	1	2
DB00723	C0030590	1	3
DB00724	C0007117	1	0
DB00725	C0010200	1	4
DB00725	C0013295	1	3
DB00725	C0022104	1	0
DB00725	C0030920	1	2
DB00725	C0038358	1	1
DB00725	C0041582	1	1
DB00726	C0011581	1	1
DB00726	C0700201	1	3
DB00727	C0018802	1	1
DB00727	C0020542	1	4
DB00727	C0022876	1	1
DB00727	C0027051	1	1
DB00727	C0037299	1	1
DB00727	C1956346	1	2
DB00729	C0004096	1	0
DB00729	C0017152	1	1
DB00729	C0030920	1	2
DB00731	C0011849	1	3
DB00731	C0011860	1	1
DB00731	C0020456	1	2
DB00733	C0026896	1	1
DB00734	C0004352	1	1
DB00734	C0005586	1	0
DB00734	C0036341	1	0
DB00736	C0013295	1	3
DB00736	C0014868	1	4
DB00736	C0014869	1	2
DB00736	C0017168	1	4
DB00736	C0017181	1	0
DB00736	C0030920	1	1
DB00736	C0041582	1	1
DB00736	C0043515	1	4
DB00737	C0020517	1	1
DB00737	C0027497	1	1
DB00737	C0042571	1	2
DB00737	C0042963	1	4
DB00738	C0032285	1	2
DB00740	C0002736	1	0
DB00741	C0001403	1	3
DB00741	C0001623	1	0
DB00741	C0002875	1	4
DB00741	C0002880	1	4
DB00741	C0002994	1	2
DB00741	C0003864	1	3
DB00741	C0003868	1	3
DB00741	C0003872	1	0
DB00741	C0003873	1	3
DB00741	C0004096	1	2
DB00741	C0004364	1	1
DB00741	C0005138	1	2
DB00741	C0006114	1	1
DB00741	C0009324	1	0
DB00741	C0010043	1	4
DB00741	C0010346	1	4
DB00741	C0011603	1	2
DB00741	C0011606	1	0
DB00741	C0011615	1	4
DB00741	C0011616	1	0
DB00741	C0013595	1	3
DB00741	C0014356	1	3
DB00741	C0014742	1	4
DB00741	C0015230	1	4
DB00741	C0015397	1	4
DB00741	C0015456	1	3
DB00741	C0017563	1	3
DB00741	C0019112	1	3
DB00741	C0019829	1	3
DB00741	C0020517	1	2
DB00741	C0021390	1	3
DB00741	C0022073	1	2
DB00741	C0022568	1	3
DB00741	C0023052	1	4
DB00741	C0023449	1	2
DB00741	C0024138	1	3
DB00741	C0024141	1	1
DB00741	C0024305	1	4
DB00741	C0026769	1	1
DB00741	C0026948	1	1
DB00741	C0027726	1	4
DB00741	C0030807	1	1
DB00741	C0033860	1	2
DB00741	C0035854	1	1
DB00741	C0036202	1	2
DB00741	C0036508	1	0
DB00741	C0036830	1	4
DB00741	C0038013	1	4
DB00741	C0038363	1	3
DB00741	C0039103	1	2
DB00741	C0040147	1	4
DB00741	C0042164	1	3
DB00741	C0079773	1	0
DB00741	C0405580	1	3
DB00741	C1260899	1	0
DB00741	C2607914	1	1
DB00744	C0004096	1	0
DB00745	C0027404	1	4
DB00745	C0520679	1	3
DB00746	C0002871	1	3
DB00746	C0018995	1	2
DB00746	C0282193	1	2
DB00747	C0010200	1	0
DB00747	C0015469	1	4
DB00747	C0022073	1	3
DB00747	C0022104	1	1
DB00747	C0026961	1	4
DB00747	C0027424	1	1
DB00747	C0027497	1	0
DB00747	C0030920	1	1
DB00747	C0037036	1	0
DB00747	C0042164	1	0
DB00747	C0042963	1	2
DB00747	C0428977	1	2
DB00747	C2607914	1	2
DB00748	C0002994	1	1
DB00748	C0009763	1	2
DB00748	C0016470	1	4
DB00748	C0018621	1	0
DB00748	C0020517	1	2
DB00748	C0030567	1	0
DB00748	C0033774	1	2
DB00748	C0035457	1	0
DB00748	C0042109	1	0
DB00748	C0343065	1	0
DB00748	C1527304	1	1
DB00748	C2607914	1	3
DB00749	C0003873	1	4
DB00749	C0029408	1	0
DB00749	C0030193	1	1
DB00751	C0009763	1	0
DB00751	C0020517	1	4
DB00752	C1269683	1	1
DB00754	C0014544	1	0
DB00754	C0014549	1	4
DB00754	C0014556	1	3
DB00754	C0036572	1	0
DB00754	C0149958	1	3
DB00755	C0007117	1	1
DB00755	C0022593	1	2
DB00755	C0022595	1	3
DB00755	C0022596	1	0
DB00755	C0023487	1	4
DB00755	C0033860	1	2
DB00755	C0036651	1	4
DB00755	C0162834	1	0
DB00755	C0702166	1	0
DB00755	C0870082	1	3
DB00757	C0027497	1	4
DB00757	C0042963	1	1
DB00758	C0004153	1	1
DB00758	C0027051	1	2
DB00758	C0038454	1	0
DB00758	C0040053	1	0
DB00758	C0948089	1	2
DB00758	C1704436	1	0
DB00759	C0032285	1	4
DB00759	C0037199	1	2
DB00759	C0042029	1	0
DB00759	C0149704	1	4
DB00759	C0702166	1	1
DB00761	C0009806	1	0
DB00761	C0020621	1	3
DB00761	C0220983	1	4
DB00762	C0007131	1	2
DB00762	C0009375	1	1
DB00762	C0023418	1	3
DB00762	C0024299	1	1
DB00762	C0027627	1	1
DB00762	C0030297	1	4
DB00762	C0034885	1	0
DB00762	C0038356	1	0
DB00762	C0149925	1	4
DB00762	C1458155	1	4
DB00762	C1527249	1	2
DB00763	C0018021	1	3
DB00763	C0018213	1	0
DB00763	C0020550	1	2
DB00763	C0033860	1	1
DB00764	C0004096	1	1
DB00764	C0011616	1	4
DB00764	C0015230	1	0
DB00764	C0018621	1	3
DB00764	C0020517	1	0
DB00764	C0024138	1	0
DB00764	C0035457	1	3
DB00764	C0036508	1	3
DB00764	C0079773	1	2
DB00764	C2607914	1	0
DB00765	C0031511	1	3
DB00768	C0009763	1	1
DB00768	C0018621	1	4
DB00768	C0020517	1	2
DB00768	C0847614	1	1
DB00768	C2607914	1	4
DB00770	C0003492	1	2
DB00770	C0018798	1	0
DB00770	C0020542	1	0
DB00770	C0039685	1	3
DB00770	C0242350	1	4
DB00771	C0003811	1	1
DB00771	C0014356	1	4
DB00771	C0022104	1	2
DB00771	C0030920	1	2
DB00773	C0005695	1	1
DB00773	C0006118	1	4
DB00773	C0019618	1	0
DB00773	C0023467	1	1
DB00773	C0023470	1	1
DB00773	C0024121	1	1
DB00773	C0024299	1	4
DB00773	C0026948	1	1
DB00773	C0027819	1	1
DB00773	C0033578	1	3
DB00773	C0035412	1	1
DB00773	C0036220	1	3
DB00773	C0039590	1	4
DB00773	C0042138	1	4
DB00773	C0149925	1	4
DB00773	C0553580	1	0
DB00773	C1621958	1	4
DB00774	C0013604	1	3
DB00774	C0018802	1	2
DB00774	C0020538	1	3
DB00774	C0022661	1	0
DB00774	C0023890	1	0
DB00774	C0027726	1	0
DB00775	C0002965	1	4
DB00775	C0027051	1	1
DB00775	C0040053	1	1
DB00775	C0948089	1	4
DB00776	C0014544	1	2
DB00776	C0036572	1	1
DB00776	C0234974	1	4
DB00777	C0021603	1	4
DB00780	C0011581	1	4
DB00782	C0022104	1	2
DB00782	C0030305	1	2
DB00782	C0030920	1	3
DB00782	C0041582	1	4
DB00783	C0020619	1	1
DB00783	C0025322	1	1
DB00783	C0025323	1	4
DB00783	C0029456	1	2
DB00783	C0033578	1	3
DB00783	C0085215	1	3
DB00783	C0271578	1	0
DB00783	C1458155	1	2
DB00784	C0003873	1	1
DB00784	C0013390	1	0
DB00784	C0025323	1	1
DB00784	C0029408	1	2
DB00784	C0030193	1	1
DB00787	C0276226	1	4
DB00788	C0003862	1	4
DB00788	C0003873	1	3
DB00788	C0013390	1	2
DB00788	C0015967	1	4
DB00788	C0018099	1	4
DB00788	C0018681	1	0
DB00788	C0029408	1	4
DB00788	C0030193	1	3
DB00788	C0038013	1	0
DB00788	C0149931	1	4
DB00788	C0231528	1	3
DB00790	C0010068	1	2
DB00790	C0018802	1	2
DB00790	C0020538	1	3
DB00790	C0027051	1	1
DB00790	C0085580	1	1
DB00790	C1956346	1	4
DB00792	C0004096	1	4
DB00792	C0020517	1	0
DB00792	C0027424	1	3
DB00792	C0033774	1	2
DB00792	C0035457	1	1
DB00792	C0042109	1	2
DB00792	C0343065	1	0
DB00792	C2607914	1	3
DB00794	C0014544	1	3
DB00794	C0014549	1	3
DB00794	C0014556	1	0
DB00794	C0036572	1	0
DB00794	C0234974	1	1
DB00794	C0238111	1	1
DB00794	C0494475	1	0
DB00795	C0003873	1	4
DB00795	C0009324	1	3
DB00795	C0010346	1	3
DB00795	C0014356	1	2
DB00796	C0018802	1	4
DB00796	C0020538	1	2
DB00797	C0007820	1	1
DB00797	C0031190	1	1
DB00797	C0034734	1	4
DB00797	C0036421	1	1
DB00797	C0040046	1	0
DB00797	C0042373	1	3
DB00798	C0008311	1	0
DB00798	C0010930	1	4
DB00798	C0014836	1	4
DB00798	C0030578	1	0
DB00798	C0031154	1	1
DB00798	C0036690	1	1
DB00798	C2242472	1	4
DB00799	C0022593	1	4
DB00799	C0033860	1	0
DB00799	C0702166	1	3
DB00800	C0018802	1	0
DB00800	C0020540	1	3
DB00800	C0020545	1	3
DB00801	C0003467	1	4
DB00804	C0022104	1	2
DB00805	C0030567	1	2
DB00806	C0007786	1	0
DB00806	C0011875	1	1
DB00806	C0011882	1	4
DB00806	C0017086	1	0
DB00806	C0021775	1	2
DB00806	C0038454	1	3
DB00806	C0040053	1	3
DB00806	C0042384	1	4
DB00806	C0085096	1	4
DB00806	C1306889	1	4
DB00808	C0013604	1	2
DB00808	C0018802	1	2
DB00808	C0020538	1	4
DB00808	C0027726	1	1
DB00809	C0022073	1	1
DB00809	C0022568	1	4
DB00809	C0026961	1	2
DB00809	C0034951	1	3
DB00810	C0013384	1	2
DB00810	C0015371	1	3
DB00810	C0030567	1	4
DB00810	C0242422	1	2
DB00811	C0023890	1	0
DB00811	C0524910	1	3
DB00812	C0038013	1	0
DB00813	C0030193	1	0
DB00814	C0003864	1	0
DB00814	C0003873	1	2
DB00814	C0029408	1	0
DB00816	C0004096	1	4
DB00816	C0008677	1	4
DB00816	C0022876	1	3
DB00816	C0034067	1	2
DB00818	C0038220	1	3
DB00819	C0013604	1	3
DB00819	C0014544	1	3
DB00819	C0014553	1	1
DB00819	C0017601	1	3
DB00819	C0017605	1	0
DB00819	C0017612	1	4
DB00819	C0085649	1	4
DB00820	C0020542	1	4
DB00820	C0242350	1	2
DB00821	C0029408	1	2
DB00822	C0001973	1	0
DB00823	C0014175	1	2
DB00823	C0020619	1	1
DB00824	C0002895	1	2
DB00824	C0003811	1	0
DB00824	C0004096	1	1
DB00824	C0011882	1	0
DB00825	C0004604	1	3
DB00825	C0033774	1	3
DB00825	C0036508	1	0
DB00829	C0001957	1	0
DB00829	C0003467	1	2
DB00829	C0026838	1	4
DB00829	C0038220	1	3
DB00829	C0040822	1	4
DB00829	C0236663	1	4
DB00830	C0028754	1	2
DB00831	C0003467	1	3
DB00831	C0036341	1	0
DB00832	C0014544	1	4
DB00832	C0014553	1	4
DB00832	C0036572	1	1
DB00834	C0006118	1	2
DB00834	C0011849	1	2
DB00834	C0011860	1	0
DB00834	C0020456	1	2
DB00834	C0032987	1	4
DB00834	C0271650	1	2
DB00835	C0018621	1	0
DB00835	C0020517	1	1
DB00835	C0033774	1	2
DB00835	C0035457	1	2
DB00835	C0042109	1	3
DB00835	C0343065	1	2
DB00835	C2607914	1	3
DB00836	C0011991	1	1
DB00836	C0014356	1	3
DB00836	C0017160	1	0
DB00836	C0401151	1	3
DB00837	C0013384	1	0
DB00837	C0014544	1	1
DB00837	C0030567	1	0
DB00838	C0011616	1	1
DB00838	C0015230	1	1
DB00838	C0015456	1	3
DB00838	C0024138	1	0
DB00838	C0036508	1	3
DB00838	C0079773	1	3
DB00839	C0011849	1	0
DB00839	C0011860	1	2
DB00839	C0020456	1	3
DB00841	C0018802	1	4
DB00841	C0036980	1	2
DB00842	C0001957	1	2
DB00842	C0003467	1	1
DB00842	C0236663	1	1
DB00843	C0002395	1	0
DB00844	C0030193	1	4
DB00846	C0011615	1	2
DB00846	C0011616	1	2
DB00846	C0015230	1	1
DB00846	C0015456	1	1
DB00846	C0024138	1	1
DB00846	C0033860	1	2
DB00846	C0036508	1	3
DB00846	C0079773	1	0
DB00847	C0010691	1	4
DB00847	C0451641	1	4
DB00848	C0009375	1	0
DB00848	C0025202	1	2
DB00848	C0278996	1	1
DB00849	C0003467	1	1
DB00849	C0014544	1	4
DB00849	C0014549	1	4
DB00849	C0014553	1	1
DB00850	C0020179	1	1
DB00850	C0027497	1	1
DB00850	C0027498	1	4
DB00850	C0036341	1	0
DB00850	C0042963	1	3
DB00850	C0338908	1	2
DB00851	C0016057	1	0
DB00851	C0019829	1	1
DB00851	C0025202	1	1
DB00851	C0027819	1	1
DB00851	C0035412	1	4
DB00851	C0206693	1	0
DB00852	C0004096	1	1
DB00852	C0018621	1	1
DB00852	C0027424	1	4
DB00852	C0033117	1	3
DB00852	C0035455	1	0
DB00852	C0035457	1	2
DB00852	C0037199	1	1
DB00852	C2607914	1	1
DB00853	C0004114	1	3
DB00853	C0017636	1	1
DB00853	C0017638	1	2
DB00853	C0025202	1	1
DB00853	C0334579	1	3
DB00853	C1621958	1	4
DB00854	C0030193	1	4
DB00857	C0040261	1	2
DB00858	C0002874	1	4
DB00858	C0010043	1	3
DB00858	C0022073	1	2
DB00858	C0035854	1	3
DB00858	C0042164	1	3
DB00858	C0178416	1	0
DB00858	C1260899	1	1
DB00860	C0001403	1	2
DB00860	C0001623	1	2
DB00860	C0001627	1	0
DB00860	C0002390	1	0
DB00860	C0002875	1	0
DB00860	C0002880	1	3
DB00860	C0002994	1	4
DB00860	C0003868	1	3
DB00860	C0003872	1	4
DB00860	C0003873	1	0
DB00860	C0004096	1	4
DB00860	C0004364	1	2
DB00860	C0005138	1	2
DB00860	C0006114	1	0
DB00860	C0007570	1	1
DB00860	C0009324	1	0
DB00860	C0009763	1	4
DB00860	C0010043	1	2
DB00860	C0010346	1	2
DB00860	C0010930	1	0
DB00860	C0011606	1	1
DB00860	C0011615	1	0
DB00860	C0011616	1	3
DB00860	C0013604	1	1
DB00860	C0014356	1	3
DB00860	C0014742	1	3
DB00860	C0015230	1	0
DB00860	C0015397	1	1
DB00860	C0019829	1	3
DB00860	C0020517	1	3
DB00860	C0021390	1	1
DB00860	C0021655	1	3
DB00860	C0022073	1	2
DB00860	C0022568	1	2
DB00860	C0023052	1	2
DB00860	C0023418	1	2
DB00860	C0023449	1	4
DB00860	C0024138	1	4
DB00860	C0024141	1	0
DB00860	C0024299	1	4
DB00860	C0024301	1	0
DB00860	C0024305	1	1
DB00860	C0026769	1	3
DB00860	C0026948	1	4
DB00860	C0027726	1	3
DB00860	C0030807	1	4
DB00860	C0033860	1	1
DB00860	C0034069	1	0
DB00860	C0035854	1	3
DB00860	C0036202	1	2
DB00860	C0036508	1	3
DB00860	C0036830	1	0
DB00860	C0037274	1	1
DB00860	C0038013	1	2
DB00860	C0038325	1	4
DB00860	C0039103	1	0
DB00860	C0039483	1	2
DB00860	C0040147	1	0
DB00860	C0042164	1	1
DB00860	C0079773	1	1
DB00860	C0405580	1	2
DB00860	C1260899	1	3
DB00860	C1527336	1	4
DB00860	C2607914	1	1
DB00861	C0003873	1	3
DB00861	C0029408	1	4
DB00861	C0030193	1	0
DB00861	C0150055	1	3
DB00862	C0242350	1	0
DB00863	C0013295	1	3
DB00863	C0017168	1	2
DB00863	C0018834	1	0
DB00863	C0030920	1	4
DB00863	C0038358	1	2
DB00863	C0041582	1	1
DB00863	C0043515	1	0
DB00864	C0011603	1	1
DB00864	C0011615	1	4
DB00865	C0028754	1	4
DB00866	C0002962	1	0
DB00866	C0003811	1	0
DB00867	C0022876	1	4
DB00868	C0010200	1	3
DB00869	C0017601	1	2
DB00869	C0017612	1	1
DB00869	C0028840	1	3
DB00871	C0004096	1	3
DB00871	C0013238	1	4
DB00871	C0020456	1	2
DB00871	C0022876	1	4
DB00871	C0033774	1	1
DB00871	C0034067	1	2
DB00872	C0001623	1	4
DB00872	C0020625	1	4
DB00872	C0020676	1	2
DB00872	C0021141	1	1
DB00872	C0546817	1	0
DB00873	C0009763	1	2
DB00873	C0013604	1	3
DB00873	C0018621	1	1
DB00873	C0020473	1	1
DB00873	C0022073	1	2
DB00873	C0022568	1	4
DB00873	C0035854	1	2
DB00873	C0042164	1	4
DB00875	C0036341	1	2
DB00876	C0011881	1	1
DB00876	C0018802	1	0
DB00876	C0020538	1	0
DB00876	C0242698	1	2
DB00877	C0007134	1	3
DB00877	C0334634	1	2
DB00877	C0751674	1	0
DB00880	C0013604	1	4
DB00880	C0018802	1	2
DB00880	C0020538	1	4
DB00880	C0027726	1	3
DB00881	C0002994	1	1
DB00881	C0018802	1	1
DB00881	C0020538	1	2
DB00882	C0003128	1	0
DB00882	C0021359	1	0
DB00882	C0021361	1	4
DB00882	C0021364	1	1
DB00882	C0032460	1	2
DB00883	C0002962	1	4
DB00883	C0037299	1	4
DB00883	C1956346	1	0
DB00884	C0029401	1	2
DB00884	C0029456	1	0
DB00884	C0029458	1	3
DB00885	C0004096	1	2
DB00885	C0018621	1	1
DB00885	C0020517	1	4
DB00885	C2607914	1	3
DB00887	C0013604	1	4
DB00887	C0018802	1	0
DB00887	C0022660	1	2
DB00887	C0022661	1	4
DB00887	C0023890	1	1
DB00887	C0027726	1	3
DB00887	C0034063	1	4
DB00889	C0027497	1	3
DB00889	C0042963	1	0
DB00890	C1384606	1	3
DB00893	C0002871	1	3
DB00894	C1458155	1	4
DB00896	C0042164	1	2
DB00897	C0021603	1	1
DB00897	C0917801	1	1
DB00898	C0040997	1	1
DB00898	C0150055	1	1
DB00902	C0002994	1	2
DB00902	C0011615	1	0
DB00902	C0013595	1	3
DB00902	C0020517	1	1
DB00902	C0027424	1	0
DB00902	C0033774	1	4
DB00902	C0035457	1	4
DB00902	C0042109	1	0
DB00902	C0162820	1	2
DB00902	C0343065	1	1
DB00902	C2607914	1	3
DB00903	C0013604	1	0
DB00903	C0018802	1	3
DB00903	C0022660	1	1
DB00903	C0022661	1	1
DB00903	C0023890	1	1
DB00903	C0027726	1	2
DB00903	C0034063	1	2
DB00903	C0035078	1	4
DB00903	C0085605	1	3
DB00904	C0027497	1	3
DB00904	C0042963	1	3
DB00905	C0017601	1	0
DB00905	C0017612	1	0
DB00905	C0028840	1	4
DB00906	C0014544	1	2
DB00906	C0036572	1	2
DB00906	C0234974	1	2
DB00908	C0003811	1	2
DB00908	C0004238	1	3
DB00908	C0004239	1	1
DB00908	C0085612	1	0
DB00908	C0559106	1	3
DB00909	C0014544	1	0
DB00909	C0036572	1	0
DB00910	C0020502	1	1
DB00910	C0020503	1	1
DB00910	C0020550	1	2
DB00910	C1561643	1	3
DB00910	C2316810	1	4
DB00912	C0011849	1	1
DB00912	C0011860	1	0
DB00912	C0020456	1	4
DB00914	C0011860	1	0
DB00914	C0020456	1	1
DB00915	C0013384	1	3
DB00915	C0013386	1	3
DB00915	C0015371	1	2
DB00915	C0030567	1	0
DB00915	C0242422	1	3
DB00916	C0006105	1	2
DB00916	C0013295	1	1
DB00916	C0017160	1	0
DB00916	C0031154	1	4
DB00916	C0035854	1	2
DB00916	C0149725	1	3
DB00916	C2242472	1	4
DB00917	C0000786	1	1
DB00917	C0042138	1	4
DB00917	C2931618	1	1
DB00918	C0149931	1	1
DB00920	C0020517	1	0
DB00920	C0847614	1	3
DB00921	C0150055	1	2
DB00922	C0003811	1	4
DB00922	C0018802	1	2
DB00924	C0026838	1	4
DB00924	C0027121	1	2
DB00924	C0037763	1	1
DB00925	C0005694	1	2
DB00925	C0020540	1	1
DB00925	C0031511	1	0
DB00925	C0042024	1	2
DB00927	C0013295	1	0
DB00927	C0014869	1	3
DB00927	C0017168	1	1
DB00927	C0018834	1	0
DB00927	C0030920	1	2
DB00927	C0038358	1	1
DB00927	C0041582	1	3
DB00927	C0042109	1	0
DB00927	C0043515	1	2
DB00928	C0002871	1	1
DB00928	C0002893	1	4
DB00928	C0002894	1	0
DB00928	C0023480	1	4
DB00928	C3463824	1	3
DB00929	C0013295	1	3
DB00929	C0017168	1	2
DB00929	C0030920	1	2
DB00929	C0038358	1	1
DB00929	C0041582	1	0
DB00933	C0036341	1	1
DB00934	C0011581	1	2
DB00934	C0013295	1	4
DB00934	C0013415	1	0
DB00934	C0338908	1	1
DB00935	C0009763	1	1
DB00935	C0027424	1	3
DB00935	C0035455	1	4
DB00936	C0003862	1	0
DB00936	C0003873	1	4
DB00936	C0004604	1	1
DB00936	C0015967	1	0
DB00936	C0020757	1	0
DB00936	C0022593	1	0
DB00936	C0027051	1	0
DB00936	C0029408	1	2
DB00936	C0030193	1	0
DB00936	C0032027	1	4
DB00936	C0033860	1	4
DB00936	C0036508	1	4
DB00936	C0039103	1	0
DB00936	C0149931	1	0
DB00936	C0542346	1	4
DB00936	C0702166	1	1
DB00936	C0870082	1	3
DB00936	C2607914	1	0
DB00937	C0028754	1	3
DB00938	C0004096	1	3
DB00938	C0024117	1	0
DB00938	C0034067	1	2
DB00939	C0003862	1	0
DB00939	C0003864	1	3
DB00939	C0003873	1	1
DB00939	C0013390	1	2
DB00939	C0025323	1	1
DB00939	C0029408	1	4
DB00939	C0030193	1	0
DB00939	C0231528	1	1
DB00940	C0005697	1	1
DB00940	C0017152	1	2
DB00940	C0022104	1	1
DB00940	C0030305	1	1
DB00940	C0030920	1	4
DB00940	C0038358	1	0
DB00940	C0042024	1	3
DB00942	C0013384	1	2
DB00942	C0030567	1	4
DB00944	C0017601	1	0
DB00945	C0002965	1	3
DB00945	C0003862	1	1
DB00945	C0003864	1	4
DB00945	C0003873	1	2
DB00945	C0004604	1	0
DB00945	C0013390	1	0
DB00945	C0015967	1	3
DB00945	C0018099	1	2
DB00945	C0018681	1	2
DB00945	C0021308	1	4
DB00945	C0024141	1	0
DB00945	C0027051	1	3
DB00945	C0029408	1	1
DB00945	C0030193	1	4
DB00945	C0038013	1	3
DB00945	C0040053	1	3
DB00945	C0149931	1	0
DB00945	C0231528	1	3
DB00946	C0004238	1	0
DB00946	C0027051	1	2
DB00946	C0034065	1	1
DB00946	C0040038	1	2
DB00946	C0040053	1	3
DB00946	C0042487	1	2
DB00946	C0948008	1	1
DB00947	C0006142	1	4
DB00947	C1458155	1	3
DB00949	C0002874	1	2
DB00949	C0014544	1	2
DB00949	C0085417	1	0
DB00949	C0085605	1	4
DB00949	C0234974	1	3
DB00949	C0238111	1	3
DB00950	C0018621	1	1
DB00950	C0020517	1	2
DB00950	C0035457	1	2
DB00950	C0042109	1	1
DB00950	C2607914	1	0
DB00951	C0020473	1	3
DB00951	C0041296	1	2
DB00952	C0149931	1	3
DB00953	C0149931	1	3
DB00956	C0010200	1	0
DB00956	C0027424	1	3
DB00956	C0030193	1	4
DB00956	C0035455	1	3
DB00956	C2607914	1	1
DB00957	C0002453	1	0
DB00957	C0021361	1	2
DB00959	C0001403	1	3
DB00959	C0001627	1	2
DB00959	C0002871	1	2
DB00959	C0002875	1	0
DB00959	C0002880	1	1
DB00959	C0002994	1	0
DB00959	C0003868	1	3
DB00959	C0003872	1	3
DB00959	C0003873	1	3
DB00959	C0004096	1	4
DB00959	C0004364	1	2
DB00959	C0005138	1	1
DB00959	C0006114	1	2
DB00959	C0009324	1	3
DB00959	C0010346	1	4
DB00959	C0011606	1	2
DB00959	C0011615	1	2
DB00959	C0011616	1	2
DB00959	C0014335	1	4
DB00959	C0014742	1	2
DB00959	C0015230	1	3
DB00959	C0015397	1	0
DB00959	C0018621	1	4
DB00959	C0019829	1	0
DB00959	C0020437	1	3
DB00959	C0020517	1	2
DB00959	C0021390	1	2
DB00959	C0023052	1	1
DB00959	C0023449	1	3
DB00959	C0024138	1	3
DB00959	C0024141	1	4
DB00959	C0024301	1	3
DB00959	C0024305	1	4
DB00959	C0026769	1	1
DB00959	C0026948	1	1
DB00959	C0027726	1	2
DB00959	C0029408	1	3
DB00959	C0030807	1	0
