drug	disease	label	fold
DB00736	C0030920	1	3
DB00736	C0041582	1	3
DB00736	C0043515	1	2
DB00737	C0020517	1	4
DB00737	C0027497	1	0
DB00737	C0042571	1	4
DB00737	C0042963	1	2
DB00738	C0032285	1	2
DB00740	C0002736	1	3
DB00741	C0001403	1	3
DB00741	C0001623	1	1
DB00741	C0002875	1	1
DB00741	C0002880	1	4
DB00741	C0002994	1	4
DB00741	C0003864	1	1
DB00741	C0003868	1	0
DB00741	C0003872	1	2
DB00741	C0003873	1	0
DB00741	C0004096	1	0
DB00741	C0004364	1	3
DB00741	C0005138	1	4
DB00741	C0006114	1	0
DB00741	C0009324	1	3
DB00741	C0010043	1	0
DB00741	C0010346	1	4
DB00741	C0011603	1	0
DB00741	C0011606	1	3
DB00741	C0011615	1	2
DB00741	C0011616	1	3
DB00741	C0013595	1	2
DB00741	C0014356	1	1
DB00741	C0014742	1	0
DB00741	C0015230	1	4
DB00741	C0015397	1	1
DB00741	C0015456	1	4
DB00741	C0017563	1	1
DB00741	C0019112	1	2
DB00741	C0019829	1	2
DB00741	C0020517	1	1
DB00741	C0021390	1	0
DB00741	C0022073	1	3
DB00741	C0022568	1	4
DB00741	C0023052	1	0
DB00741	C0023449	1	4
DB00741	C0024138	1	2
DB00741	C0024141	1	3
DB00741	C0024305	1	4
DB00741	C0026769	1	2
DB00741	C0026948	1	4
DB00741	C0027726	1	2
DB00741	C0030807	1	1
DB00741	C0033860	1	4
DB00741	C0035854	1	2
DB00741	C0036202	1	1
DB00741	C0036508	1	3
DB00741	C0036830	1	1
DB00741	C0038013	1	3
DB00741	C0038363	1	3
DB00741	C0039103	1	3
DB00741	C0040147	1	3
DB00741	C0042164	1	4
DB00741	C0079773	1	2
DB00741	C0405580	1	1
DB00741	C1260899	1	1
DB00741	C2607914	1	0
DB00744	C0004096	1	2
DB00745	C0027404	1	0
DB00745	C0520679	1	2
DB00746	C0002871	1	0
DB00746	C0018995	1	0
DB00746	C0282193	1	0
DB00747	C0010200	1	0
DB00747	C0015469	1	3
DB00747	C0022073	1	4
DB00747	C0022104	1	3
DB00747	C0026961	1	2
DB00747	C0027424	1	1
DB00747	C0027497	1	2
DB00747	C0030920	1	1
DB00747	C0037036	1	0
DB00747	C0042164	1	0
DB00747	C0042963	1	0
DB00747	C0428977	1	1
DB00747	C2607914	1	1
DB00748	C0002994	1	2
DB00748	C0009763	1	2
DB00748	C0016470	1	2
DB00748	C0018621	1	0
DB00748	C0020517	1	4
DB00748	C0030567	1	3
DB00748	C0033774	1	3
DB00748	C0035457	1	1
DB00748	C0042109	1	1
DB00748	C0343065	1	1
DB00748	C1527304	1	1
DB00748	C2607914	1	2
DB00749	C0003873	1	4
DB00749	C0029408	1	3
DB00749	C0030193	1	3
DB00751	C0009763	1	4
DB00751	C0020517	1	0
DB00752	C1269683	1	0
DB00754	C0014544	1	2
DB00754	C0014549	1	2
DB00754	C0014556	1	4
DB00754	C0036572	1	1
DB00754	C0149958	1	1
DB00755	C0007117	1	2
DB00755	C0022593	1	4
DB00755	C0022595	1	2
DB00755	C0022596	1	3
DB00755	C0023487	1	3
DB00755	C0033860	1	3
DB00755	C0036651	1	3
DB00755	C0162834	1	4
DB00755	C0702166	1	2
DB00755	C0870082	1	1
DB00757	C0027497	1	4
DB00757	C0042963	1	0
DB00758	C0004153	1	0
DB00758	C0027051	1	3
DB00758	C0038454	1	0
DB00758	C0040053	1	1
DB00758	C0948089	1	1
DB00758	C1704436	1	2
DB00759	C0032285	1	4
DB00759	C0037199	1	3
DB00759	C0042029	1	3
DB00759	C0149704	1	1
DB00759	C0702166	1	4
DB00761	C0009806	1	4
DB00761	C0020621	1	4
DB00761	C0220983	1	1
DB00762	C0007131	1	3
DB00762	C0009375	1	3
DB00762	C0023418	1	2
DB00762	C0024299	1	0
DB00762	C0027627	1	1
DB00762	C0030297	1	1
DB00762	C0034885	1	1
DB00762	C0038356	1	1
DB00762	C0149925	1	2
DB00762	C1458155	1	0
DB00762	C1527249	1	4
DB00763	C0018021	1	1
DB00763	C0018213	1	2
DB00763	C0020550	1	0
DB00763	C0033860	1	3
DB00764	C0004096	1	3
DB00764	C0011616	1	4
DB00764	C0015230	1	2
DB00764	C0018621	1	0
DB00764	C0020517	1	2
DB00764	C0024138	1	4
DB00764	C0035457	1	2
DB00764	C0036508	1	1
DB00764	C0079773	1	3
DB00764	C2607914	1	3
DB00765	C0031511	1	2
DB00768	C0009763	1	2
DB00768	C0018621	1	0
DB00768	C0020517	1	0
DB00768	C0847614	1	3
DB00768	C2607914	1	1
DB00770	C0003492	1	0
DB00770	C0018798	1	4
DB00770	C0020542	1	2
DB00770	C0039685	1	1
DB00770	C0242350	1	4
DB00771	C0003811	1	3
DB00771	C0014356	1	4
DB00771	C0022104	1	4
DB00771	C0030920	1	2
DB00773	C0005695	1	0
DB00773	C0006118	1	1
DB00773	C0019618	1	4
DB00773	C0023467	1	2
DB00773	C0023470	1	4
DB00773	C0024121	1	1
DB00773	C0024299	1	0
DB00773	C0026948	1	4
DB00773	C0027819	1	3
DB00773	C0033578	1	2
DB00773	C0035412	1	4
DB00773	C0036220	1	0
DB00773	C0039590	1	0
DB00773	C0042138	1	2
DB00773	C0149925	1	2
DB00773	C0553580	1	0
DB00773	C1621958	1	4
DB00774	C0013604	1	2
DB00774	C0018802	1	3
DB00774	C0020538	1	2
DB00774	C0022661	1	4
DB00774	C0023890	1	2
DB00774	C0027726	1	2
DB00775	C0002965	1	1
DB00775	C0027051	1	3
DB00775	C0040053	1	4
DB00775	C0948089	1	2
DB00776	C0014544	1	1
DB00776	C0036572	1	3
DB00776	C0234974	1	3
DB00777	C0021603	1	1
DB00780	C0011581	1	0
DB00782	C0022104	1	0
DB00782	C0030305	1	3
DB00782	C0030920	1	4
DB00782	C0041582	1	2
DB00783	C0020619	1	4
DB00783	C0025322	1	3
DB00783	C0025323	1	4
DB00783	C0029456	1	1
DB00783	C0033578	1	0
DB00783	C0085215	1	0
DB00783	C0271578	1	1
DB00783	C1458155	1	3
DB00784	C0003873	1	3
DB00784	C0013390	1	2
DB00784	C0025323	1	1
DB00784	C0029408	1	4
DB00784	C0030193	1	0
DB00787	C0276226	1	3
DB00788	C0003862	1	4
DB00788	C0003873	1	0
DB00788	C0013390	1	0
DB00788	C0015967	1	3
DB00788	C0018099	1	3
DB00788	C0018681	1	0
DB00788	C0029408	1	2
DB00788	C0030193	1	2
DB00788	C0038013	1	0
DB00788	C0149931	1	0
DB00788	C0231528	1	4
DB00790	C0010068	1	2
DB00790	C0018802	1	3
DB00790	C0020538	1	1
DB00790	C0027051	1	0
DB00790	C0085580	1	0
DB00790	C1956346	1	0
DB00792	C0004096	1	1
DB00792	C0020517	1	4
DB00792	C0027424	1	4
DB00792	C0033774	1	1
DB00792	C0035457	1	1
DB00792	C0042109	1	4
DB00792	C0343065	1	0
DB00792	C2607914	1	0
DB00794	C0014544	1	0
DB00794	C0014549	1	4
DB00794	C0014556	1	0
DB00794	C0036572	1	0
DB00794	C0234974	1	4
DB00794	C0238111	1	1
DB00794	C0494475	1	4
DB00795	C0003873	1	2
DB00795	C0009324	1	1
DB00795	C0010346	1	1
DB00795	C0014356	1	3
DB00796	C0018802	1	4
DB00796	C0020538	1	3
DB00797	C0007820	1	3
DB00797	C0031190	1	2
DB00797	C0034734	1	0
DB00797	C0036421	1	3
DB00797	C0040046	1	1
DB00797	C0042373	1	4
DB00798	C0008311	1	0
DB00798	C0010930	1	4
DB00798	C0014836	1	4
DB00798	C0030578	1	4
DB00798	C0031154	1	1
DB00798	C0036690	1	2
DB00798	C2242472	1	0
DB00799	C0022593	1	0
DB00799	C0033860	1	0
DB00799	C0702166	1	3
DB00800	C0018802	1	3
DB00800	C0020540	1	2
DB00800	C0020545	1	1
DB00801	C0003467	1	4
DB00804	C0022104	1	0
DB00805	C0030567	1	4
DB00806	C0007786	1	2
DB00806	C0011875	1	0
DB00806	C0011882	1	1
DB00806	C0017086	1	1
DB00806	C0021775	1	4
DB00806	C0038454	1	4
DB00806	C0040053	1	0
DB00806	C0042384	1	1
DB00806	C0085096	1	2
DB00806	C1306889	1	4
DB00808	C0013604	1	3
DB00808	C0018802	1	1
DB00808	C0020538	1	4
DB00808	C0027726	1	4
DB00809	C0022073	1	4
DB00809	C0022568	1	0
DB00809	C0026961	1	1
DB00809	C0034951	1	0
DB00810	C0013384	1	1
DB00810	C0015371	1	3
DB00810	C0030567	1	2
DB00810	C0242422	1	0
DB00811	C0023890	1	3
DB00811	C0524910	1	1
DB00812	C0038013	1	2
DB00813	C0030193	1	2
DB00814	C0003864	1	4
DB00814	C0003873	1	1
DB00814	C0029408	1	4
DB00816	C0004096	1	0
DB00816	C0008677	1	0
DB00816	C0022876	1	2
DB00816	C0034067	1	4
DB00818	C0038220	1	3
DB00819	C0013604	1	3
DB00819	C0014544	1	0
DB00819	C0014553	1	1
DB00819	C0017601	1	2
DB00819	C0017605	1	4
DB00819	C0017612	1	3
DB00819	C0085649	1	1
DB00820	C0020542	1	2
DB00820	C0242350	1	1
DB00821	C0029408	1	4
DB00822	C0001973	1	2
DB00823	C0014175	1	4
DB00823	C0020619	1	2
DB00824	C0002895	1	2
DB00824	C0003811	1	1
DB00824	C0004096	1	2
DB00824	C0011882	1	4
DB00825	C0004604	1	1
DB00825	C0033774	1	1
DB00825	C0036508	1	3
DB00829	C0001957	1	2
DB00829	C0003467	1	0
DB00829	C0026838	1	2
DB00829	C0038220	1	3
DB00829	C0040822	1	0
DB00829	C0236663	1	1
DB00830	C0028754	1	2
DB00831	C0003467	1	1
DB00831	C0036341	1	3
DB00832	C0014544	1	2
DB00832	C0014553	1	1
DB00832	C0036572	1	0
DB00834	C0006118	1	3
DB00834	C0011849	1	1
DB00834	C0011860	1	3
DB00834	C0020456	1	4
DB00834	C0032987	1	0
DB00834	C0271650	1	4
DB00835	C0018621	1	0
DB00835	C0020517	1	0
DB00835	C0033774	1	3
DB00835	C0035457	1	0
DB00835	C0042109	1	2
DB00835	C0343065	1	1
DB00835	C2607914	1	1
DB00836	C0011991	1	3
DB00836	C0014356	1	3
DB00836	C0017160	1	3
DB00836	C0401151	1	3
DB00837	C0013384	1	2
DB00837	C0014544	1	3
DB00837	C0030567	1	4
DB00838	C0011616	1	0
DB00838	C0015230	1	0
DB00838	C0015456	1	1
DB00838	C0024138	1	3
DB00838	C0036508	1	0
DB00838	C0079773	1	2
DB00839	C0011849	1	0
DB00839	C0011860	1	3
DB00839	C0020456	1	3
DB00841	C0018802	1	0
DB00841	C0036980	1	4
DB00842	C0001957	1	3
DB00842	C0003467	1	3
DB00842	C0236663	1	4
DB00843	C0002395	1	2
DB00844	C0030193	1	2
DB00846	C0011615	1	3
DB00846	C0011616	1	2
DB00846	C0015230	1	2
DB00846	C0015456	1	2
DB00846	C0024138	1	4
DB00846	C0033860	1	3
DB00846	C0036508	1	2
DB00846	C0079773	1	0
DB00847	C0010691	1	2
DB00847	C0451641	1	4
DB00848	C0009375	1	3
DB00848	C0025202	1	2
DB00848	C0278996	1	2
DB00849	C0003467	1	2
DB00849	C0014544	1	0
DB00849	C0014549	1	3
DB00849	C0014553	1	2
DB00850	C0020179	1	3
DB00850	C0027497	1	3
DB00850	C0027498	1	2
DB00850	C0036341	1	3
DB00850	C0042963	1	4
DB00850	C0338908	1	3
DB00851	C0016057	1	0
DB00851	C0019829	1	2
DB00851	C0025202	1	4
DB00851	C0027819	1	4
DB00851	C0035412	1	1
DB00851	C0206693	1	3
DB00852	C0004096	1	0
DB00852	C0018621	1	0
DB00852	C0027424	1	2
DB00852	C0033117	1	4
DB00852	C0035455	1	4
DB00852	C0035457	1	3
DB00852	C0037199	1	2
DB00852	C2607914	1	2
DB00853	C0004114	1	0
DB00853	C0017636	1	1
DB00853	C0017638	1	1
DB00853	C0025202	1	0
DB00853	C0334579	1	4
DB00853	C1621958	1	4
DB00854	C0030193	1	0
DB00857	C0040261	1	3
DB00858	C0002874	1	1
DB00858	C0010043	1	1
DB00858	C0022073	1	2
DB00858	C0035854	1	1
DB00858	C0042164	1	3
DB00858	C0178416	1	3
DB00858	C1260899	1	1
DB00860	C0001403	1	3
DB00860	C0001623	1	0
DB00860	C0001627	1	0
DB00860	C0002390	1	0
DB00860	C0002875	1	0
DB00860	C0002880	1	3
DB00860	C0002994	1	0
DB00860	C0003868	1	2
DB00860	C0003872	1	3
DB00860	C0003873	1	0
DB00860	C0004096	1	1
DB00860	C0004364	1	0
DB00860	C0005138	1	3
DB00860	C0006114	1	1
DB00860	C0007570	1	3
DB00860	C0009324	1	0
DB00860	C0009763	1	2
DB00860	C0010043	1	3
DB00860	C0010346	1	2
DB00860	C0010930	1	2
DB00860	C0011606	1	3
DB00860	C0011615	1	0
DB00860	C0011616	1	2
DB00860	C0013604	1	0
DB00860	C0014356	1	4
DB00860	C0014742	1	2
DB00860	C0015230	1	0
DB00860	C0015397	1	0
DB00860	C0019829	1	4
DB00860	C0020517	1	1
DB00860	C0021390	1	1
DB00860	C0021655	1	2
DB00860	C0022073	1	4
DB00860	C0022568	1	2
DB00860	C0023052	1	1
DB00860	C0023418	1	0
DB00860	C0023449	1	1
DB00860	C0024138	1	4
DB00860	C0024141	1	4
DB00860	C0024299	1	2
DB00860	C0024301	1	3
DB00860	C0024305	1	0
DB00860	C0026769	1	2
DB00860	C0026948	1	1
DB00860	C0027726	1	0
DB00860	C0030807	1	4
DB00860	C0033860	1	1
DB00860	C0034069	1	3
DB00860	C0035854	1	4
DB00860	C0036202	1	3
DB00860	C0036508	1	0
DB00860	C0036830	1	4
DB00860	C0037274	1	0
DB00860	C0038013	1	1
DB00860	C0038325	1	1
DB00860	C0039103	1	3
DB00860	C0039483	1	4
DB00860	C0040147	1	3
DB00860	C0042164	1	2
DB00860	C0079773	1	0
DB00860	C0405580	1	0
DB00860	C1260899	1	0
DB00860	C1527336	1	0
DB00860	C2607914	1	3
DB00861	C0003873	1	1
DB00861	C0029408	1	4
DB00861	C0030193	1	4
DB00861	C0150055	1	4
DB00862	C0242350	1	1
DB00863	C0013295	1	3
DB00863	C0017168	1	1
DB00863	C0018834	1	4
DB00863	C0030920	1	4
DB00863	C0038358	1	4
DB00863	C0041582	1	4
DB00863	C0043515	1	2
DB00864	C0011603	1	2
DB00864	C0011615	1	1
DB00865	C0028754	1	4
DB00866	C0002962	1	1
DB00866	C0003811	1	3
DB00867	C0022876	1	0
DB00868	C0010200	1	1
DB00869	C0017601	1	3
DB00869	C0017612	1	3
DB00869	C0028840	1	3
DB00871	C0004096	1	4
DB00871	C0013238	1	1
DB00871	C0020456	1	1
DB00871	C0022876	1	1
DB00871	C0033774	1	4
DB00871	C0034067	1	1
DB00872	C0001623	1	3
DB00872	C0020625	1	2
DB00872	C0020676	1	3
DB00872	C0021141	1	0
DB00872	C0546817	1	0
DB00873	C0009763	1	1
DB00873	C0013604	1	3
DB00873	C0018621	1	3
DB00873	C0020473	1	4
DB00873	C0022073	1	2
DB00873	C0022568	1	4
DB00873	C0035854	1	1
DB00873	C0042164	1	2
DB00875	C0036341	1	0
DB00876	C0011881	1	1
DB00876	C0018802	1	3
DB00876	C0020538	1	2
DB00876	C0242698	1	4
DB00877	C0007134	1	1
DB00877	C0334634	1	0
DB00877	C0751674	1	3
DB00880	C0013604	1	1
DB00880	C0018802	1	2
DB00880	C0020538	1	0
DB00880	C0027726	1	2
DB00881	C0002994	1	2
DB00881	C0018802	1	4
DB00881	C0020538	1	2
DB00882	C0003128	1	4
DB00882	C0021359	1	4
DB00882	C0021361	1	0
DB00882	C0021364	1	2
DB00882	C0032460	1	4
DB00883	C0002962	1	1
DB00883	C0037299	1	3
DB00883	C1956346	1	0
DB00884	C0029401	1	4
DB00884	C0029456	1	2
DB00884	C0029458	1	2
DB00885	C0004096	1	0
DB00885	C0018621	1	3
DB00885	C0020517	1	0
DB00885	C2607914	1	3
DB00887	C0013604	1	0
DB00887	C0018802	1	3
DB00887	C0022660	1	0
DB00887	C0022661	1	1
DB00887	C0023890	1	3
DB00887	C0027726	1	0
DB00887	C0034063	1	1
DB00889	C0027497	1	2
DB00889	C0042963	1	1
DB00890	C1384606	1	1
DB00893	C0002871	1	2
DB00894	C1458155	1	0
DB00896	C0042164	1	3
DB00897	C0021603	1	2
DB00897	C0917801	1	1
DB00898	C0040997	1	2
DB00898	C0150055	1	0
DB00902	C0002994	1	0
DB00902	C0011615	1	4
DB00902	C0013595	1	4
DB00902	C0020517	1	1
DB00902	C0027424	1	4
DB00902	C0033774	1	2
DB00902	C0035457	1	1
DB00902	C0042109	1	0
DB00902	C0162820	1	2
DB00902	C0343065	1	0
DB00902	C2607914	1	1
DB00903	C0013604	1	0
DB00903	C0018802	1	2
DB00903	C0022660	1	3
DB00903	C0022661	1	4
DB00903	C0023890	1	4
DB00903	C0027726	1	0
DB00903	C0034063	1	4
DB00903	C0035078	1	2
DB00903	C0085605	1	1
DB00904	C0027497	1	3
DB00904	C0042963	1	1
DB00905	C0017601	1	0
DB00905	C0017612	1	1
DB00905	C0028840	1	0
DB00906	C0014544	1	4
DB00906	C0036572	1	1
DB00906	C0234974	1	1
DB00908	C0003811	1	2
DB00908	C0004238	1	1
DB00908	C0004239	1	1
DB00908	C0085612	1	1
DB00908	C0559106	1	4
DB00909	C0014544	1	0
DB00909	C0036572	1	0
DB00910	C0020502	1	1
DB00910	C0020503	1	4
DB00910	C0020550	1	3
DB00910	C1561643	1	2
DB00910	C2316810	1	0
DB00912	C0011849	1	1
DB00912	C0011860	1	1
DB00912	C0020456	1	4
DB00914	C0011860	1	2
DB00914	C0020456	1	2
DB00915	C0013384	1	0
DB00915	C0013386	1	4
DB00915	C0015371	1	3
DB00915	C0030567	1	0
DB00915	C0242422	1	0
DB00916	C0006105	1	3
DB00916	C0013295	1	4
DB00916	C0017160	1	2
DB00916	C0031154	1	1
DB00916	C0035854	1	0
DB00916	C0149725	1	3
DB00916	C2242472	1	2
DB00917	C0000786	1	1
DB00917	C0042138	1	1
DB00917	C2931618	1	4
DB00918	C0149931	1	1
DB00920	C0020517	1	0
DB00920	C0847614	1	2
DB00921	C0150055	1	3
DB00922	C0003811	1	1
DB00922	C0018802	1	1
DB00924	C0026838	1	3
DB00924	C0027121	1	0
DB00924	C0037763	1	4
DB00925	C0005694	1	1
DB00925	C0020540	1	3
DB00925	C0031511	1	2
DB00925	C0042024	1	3
DB00927	C0013295	1	2
DB00927	C0014869	1	3
DB00927	C0017168	1	0
DB00927	C0018834	1	0
DB00927	C0030920	1	3
DB00927	C0038358	1	2
DB00927	C0041582	1	0
DB00927	C0042109	1	4
DB00927	C0043515	1	2
DB00928	C0002871	1	0
DB00928	C0002893	1	2
DB00928	C0002894	1	1
DB00928	C0023480	1	0
DB00928	C3463824	1	3
DB00929	C0013295	1	2
DB00929	C0017168	1	4
DB00929	C0030920	1	2
DB00929	C0038358	1	3
DB00929	C0041582	1	4
DB00933	C0036341	1	1
DB00934	C0011581	1	3
DB00934	C0013295	1	2
DB00934	C0013415	1	1
DB00934	C0338908	1	2
DB00935	C0009763	1	0
DB00935	C0027424	1	4
DB00935	C0035455	1	2
DB00936	C0003862	1	1
DB00936	C0003873	1	4
DB00936	C0004604	1	3
DB00936	C0015967	1	4
DB00936	C0020757	1	4
DB00936	C0022593	1	0
DB00936	C0027051	1	2
DB00936	C0029408	1	0
DB00936	C0030193	1	0
DB00936	C0032027	1	4
DB00936	C0033860	1	4
DB00936	C0036508	1	4
DB00936	C0039103	1	4
DB00936	C0149931	1	4
DB00936	C0542346	1	3
DB00936	C0702166	1	2
DB00936	C0870082	1	1
DB00936	C2607914	1	0
DB00937	C0028754	1	3
DB00938	C0004096	1	1
DB00938	C0024117	1	2
DB00938	C0034067	1	2
DB00939	C0003862	1	1
DB00939	C0003864	1	3
DB00939	C0003873	1	1
DB00939	C0013390	1	3
DB00939	C0025323	1	4
DB00939	C0029408	1	3
DB00939	C0030193	1	2
DB00939	C0231528	1	0
DB00940	C0005697	1	2
DB00940	C0017152	1	1
DB00940	C0022104	1	2
DB00940	C0030305	1	0
DB00940	C0030920	1	1
DB00940	C0038358	1	1
DB00940	C0042024	1	1
DB00942	C0013384	1	1
DB00942	C0030567	1	1
DB00944	C0017601	1	0
DB00945	C0002965	1	1
DB00945	C0003862	1	1
DB00945	C0003864	1	0
DB00945	C0003873	1	1
DB00945	C0004604	1	0
DB00945	C0013390	1	0
DB00945	C0015967	1	4
DB00945	C0018099	1	3
DB00945	C0018681	1	1
DB00945	C0021308	1	3
DB00945	C0024141	1	3
DB00945	C0027051	1	3
DB00945	C0029408	1	3
DB00945	C0030193	1	3
DB00945	C0038013	1	3
DB00945	C0040053	1	3
DB00945	C0149931	1	3
DB00945	C0231528	1	3
DB00946	C0004238	1	3
DB00946	C0027051	1	1
DB00946	C0034065	1	1
DB00946	C0040038	1	4
DB00946	C0040053	1	2
DB00946	C0042487	1	4
DB00946	C0948008	1	0
DB00947	C0006142	1	0
DB00947	C1458155	1	4
DB00949	C0002874	1	0
DB00949	C0014544	1	3
DB00949	C0085417	1	0
DB00949	C0085605	1	0
DB00949	C0234974	1	3
DB00949	C0238111	1	3
DB00950	C0018621	1	2
DB00950	C0020517	1	1
DB00950	C0035457	1	1
DB00950	C0042109	1	2
DB00950	C2607914	1	3
DB00951	C0020473	1	2
DB00951	C0041296	1	4
DB00952	C0149931	1	4
DB00953	C0149931	1	1
DB00956	C0010200	1	2
DB00956	C0027424	1	2
DB00956	C0030193	1	3
DB00956	C0035455	1	2
DB00956	C2607914	1	1
DB00957	C0002453	1	0
DB00957	C0021361	1	4
DB00959	C0001403	1	0
DB00959	C0001627	1	0
DB00959	C0002871	1	4
DB00959	C0002875	1	4
DB00959	C0002880	1	2
DB00959	C0002994	1	3
DB00959	C0003868	1	1
DB00959	C0003872	1	0
DB00959	C0003873	1	3
DB00959	C0004096	1	4
DB00959	C0004364	1	2
DB00959	C0005138	1	3
DB00959	C0006114	1	1
DB00959	C0009324	1	3
DB00959	C0010346	1	3
DB00959	C0011606	1	4
DB00959	C0011615	1	3
DB00959	C0011616	1	0
DB00959	C0014335	1	0
DB00959	C0014742	1	3
DB00959	C0015230	1	0
DB00959	C0015397	1	4
DB00959	C0018621	1	2
DB00959	C0019829	1	2
DB00959	C0020437	1	4
DB00959	C0020517	1	3
DB00959	C0021390	1	2
DB00959	C0023052	1	3
DB00959	C0023449	1	4
DB00959	C0024138	1	2
DB00959	C0024141	1	1
DB00959	C0024301	1	4
DB00959	C0024305	1	4
DB00959	C0026769	1	4
DB00959	C0026948	1	3
DB00959	C0027726	1	0
DB00959	C0029408	1	2
DB00959	C0030807	1	3
DB00959	C0033860	1	3
DB00959	C0035222	1	4
DB00959	C0035457	1	4
DB00959	C0036202	1	4
DB00959	C0036508	1	0
DB00959	C0036830	1	1
DB00959	C0037274	1	3
DB00959	C0038013	1	1
DB00959	C0039103	1	2
DB00959	C0040147	1	3
DB00959	C0079773	1	2
DB00959	C0405580	1	4
DB00959	C0702166	1	1
DB00959	C1260899	1	1
DB00959	C2607914	1	1
DB00960	C0004238	1	1
DB00960	C0013604	1	2
DB00960	C0017601	1	3
DB00960	C0020538	1	3
DB00960	C0027051	1	1
DB00960	C0042514	1	0
DB00962	C0021603	1	4
DB00962	C0917801	1	3
DB00963	C0030193	1	2
DB00964	C0017601	1	4
DB00964	C0017612	1	1
DB00966	C0011860	1	0
DB00966	C0011881	1	3
DB00966	C0018802	1	4
DB00966	C0020538	1	0
DB00966	C0038454	1	0
DB00966	C0242698	1	1
DB00967	C0018621	1	2
DB00967	C0020517	1	4
DB00967	C0027424	1	2
DB00967	C0035457	1	0
DB00967	C0042109	1	2
DB00967	C2607914	1	3
DB00968	C0020538	1	2
DB00969	C0022104	1	3
DB00970	C0025202	1	0
DB00970	C0027708	1	0
DB00970	C0027819	1	2
DB00970	C0035335	1	4
DB00970	C0035412	1	4
DB00970	C0036220	1	2
DB00970	C0039590	1	2
DB00970	C0042138	1	4
DB00970	C0553580	1	3
DB00970	C2931618	1	1
DB00972	C0004096	1	1
DB00972	C0009763	1	0
DB00972	C0018621	1	2
DB00972	C0020517	1	1
DB00972	C0035457	1	3
DB00972	C0847614	1	2
DB00972	C2607914	1	0
DB00973	C0020443	1	0
DB00973	C0020445	1	3
DB00973	C0020473	1	3
DB00973	C0020474	1	4
DB00973	C0342881	1	3
DB00973	C0342907	1	1
DB00975	C0004238	1	1
DB00975	C0040053	1	1
DB00975	C1704436	1	4
DB00975	C1956346	1	2
DB00976	C0006271	1	1
DB00976	C0032285	1	0
DB00976	C0155862	1	1
DB00977	C0006142	1	4
DB00977	C0020619	1	0
DB00977	C0025322	1	1
DB00977	C0025323	1	4
DB00977	C0029456	1	3
DB00977	C0033578	1	1
DB00977	C0085215	1	3
DB00977	C0271578	1	3
DB00977	C0702166	1	2
DB00977	C1458155	1	0
DB00978	C0041296	1	2
DB00978	C0042029	1	1
DB00978	C0149725	1	3
DB00979	C0026961	1	3
DB00980	C0917801	1	2
DB00981	C0002395	1	3
DB00981	C0017601	1	3
DB00981	C0017612	1	0
DB00981	C0020649	1	1
DB00981	C0152020	1	2
DB00982	C0020538	1	3
DB00982	C0022593	1	3
DB00982	C0023418	1	4
DB00982	C0027819	1	0
DB00982	C0702166	1	3
DB00983	C0004096	1	2
DB00983	C0024117	1	0
DB00983	C0034067	1	0
DB00984	C0002893	1	0
DB00984	C0272375	1	4
DB00984	C0678222	1	4
DB00984	C0878787	1	4
DB00985	C0027497	1	4
DB00985	C0027498	1	0
DB00985	C0042571	1	3
DB00985	C0042963	1	2
DB00986	C0024117	1	2
DB00986	C0030920	1	1
DB00986	C0037036	1	1
DB00987	C0005699	1	1
DB00987	C0023418	1	3
DB00987	C0023434	1	4
DB00987	C0023449	1	4
DB00987	C0023467	1	1
DB00987	C0023473	1	4
DB00987	C0023487	1	4
DB00987	C0024299	1	0
DB00987	C0024305	1	3
DB00988	C0018681	1	1
DB00988	C0018794	1	0
DB00988	C0018802	1	4
DB00988	C0020649	1	2
DB00988	C0027051	1	0
DB00988	C0030567	1	3
DB00988	C0035078	1	0
DB00988	C0036690	1	0
DB00988	C0040822	1	1
DB00988	C0085612	1	4
DB00988	C0242422	1	3
DB00988	C0428977	1	3
DB00989	C0002395	1	0
DB00989	C0030567	1	4
DB00990	C1458155	1	2
DB00991	C0003873	1	3
DB00991	C0029408	1	0
DB00993	C0003873	1	2
DB00993	C0009319	1	3
DB00993	C0009324	1	4
DB00993	C0010346	1	3
DB00993	C0024141	1	2
DB00993	C0026769	1	0
DB00994	C0014356	1	0
DB00994	C0019151	1	0
DB00994	C0022568	1	3
DB00994	C0042029	1	3
DB00994	C0042164	1	4
DB00995	C0003864	1	1
DB00995	C0003872	1	3
DB00995	C0003873	1	0
DB00995	C0030807	1	3
DB00996	C0013384	1	4
DB00996	C0014544	1	0
DB00996	C0030567	1	2
DB00996	C0032768	1	0
DB00996	C0035258	1	2
DB00996	C0036572	1	2
DB00997	C0005695	1	0
DB00997	C0006413	1	4
DB00997	C0019829	1	1
DB00997	C0023449	1	0
DB00997	C0023467	1	0
DB00997	C0024301	1	0
DB00997	C0024305	1	3
DB00997	C0026764	1	4
DB00997	C0027708	1	2
DB00997	C0027819	1	1
DB00997	C0036220	1	2
DB00997	C0079744	1	3
DB00997	C0149925	1	1
DB00997	C0276535	1	0
DB00997	C0678222	1	2
DB00997	C0919267	1	1
DB00997	C1140680	1	0
DB00997	C1458155	1	0
DB00998	C0149931	1	0
DB00999	C0013604	1	2
DB00999	C0018802	1	3
DB00999	C0020538	1	4
DB00999	C0027726	1	3
DB01001	C0004096	1	4
DB01001	C0008677	1	1
DB01001	C0022876	1	3
DB01001	C0024117	1	1
