drug	disease	label	fold
DB00877	C0334634	1	4
DB00877	C0751674	1	4
DB00880	C0013604	1	4
DB00880	C0018802	1	4
DB00880	C0020538	1	1
DB00880	C0027726	1	2
DB00881	C0002994	1	3
DB00881	C0018802	1	2
DB00881	C0020538	1	1
DB00882	C0003128	1	3
DB00882	C0021359	1	3
DB00882	C0021361	1	1
DB00882	C0021364	1	4
DB00882	C0032460	1	2
DB00883	C0002962	1	2
DB00883	C0037299	1	1
DB00883	C1956346	1	0
DB00884	C0029401	1	1
DB00884	C0029456	1	3
DB00884	C0029458	1	0
DB00885	C0004096	1	3
DB00885	C0018621	1	2
DB00885	C0020517	1	3
DB00885	C2607914	1	1
DB00887	C0013604	1	4
DB00887	C0018802	1	2
DB00887	C0022660	1	4
DB00887	C0022661	1	1
DB00887	C0023890	1	3
DB00887	C0027726	1	1
DB00887	C0034063	1	2
DB00889	C0027497	1	4
DB00889	C0042963	1	1
DB00890	C1384606	1	4
DB00893	C0002871	1	1
DB00894	C1458155	1	4
DB00896	C0042164	1	4
DB00897	C0021603	1	4
DB00897	C0917801	1	3
DB00898	C0040997	1	3
DB00898	C0150055	1	2
DB00902	C0002994	1	3
DB00902	C0011615	1	0
DB00902	C0013595	1	4
DB00902	C0020517	1	1
DB00902	C0027424	1	1
DB00902	C0033774	1	2
DB00902	C0035457	1	4
DB00902	C0042109	1	2
DB00902	C0162820	1	1
DB00902	C0343065	1	4
DB00902	C2607914	1	0
DB00903	C0013604	1	3
DB00903	C0018802	1	2
DB00903	C0022660	1	2
DB00903	C0022661	1	4
DB00903	C0023890	1	0
DB00903	C0027726	1	1
DB00903	C0034063	1	0
DB00903	C0035078	1	3
DB00903	C0085605	1	0
DB00904	C0027497	1	2
DB00904	C0042963	1	4
DB00905	C0017601	1	4
DB00905	C0017612	1	0
DB00905	C0028840	1	4
DB00906	C0014544	1	0
DB00906	C0036572	1	4
DB00906	C0234974	1	2
DB00908	C0003811	1	3
DB00908	C0004238	1	3
DB00908	C0004239	1	2
DB00908	C0085612	1	1
DB00908	C0559106	1	2
DB00909	C0014544	1	4
DB00909	C0036572	1	4
DB00910	C0020502	1	0
DB00910	C0020503	1	4
DB00910	C0020550	1	4
DB00910	C1561643	1	3
DB00910	C2316810	1	0
DB00912	C0011849	1	4
DB00912	C0011860	1	1
DB00912	C0020456	1	4
DB00914	C0011860	1	1
DB00914	C0020456	1	2
DB00915	C0013384	1	4
DB00915	C0013386	1	4
DB00915	C0015371	1	4
DB00915	C0030567	1	2
DB00915	C0242422	1	4
DB00916	C0006105	1	4
DB00916	C0013295	1	3
DB00916	C0017160	1	0
DB00916	C0031154	1	1
DB00916	C0035854	1	1
DB00916	C0149725	1	0
DB00916	C2242472	1	2
DB00917	C0000786	1	3
DB00917	C0042138	1	3
DB00917	C2931618	1	2
DB00918	C0149931	1	2
DB00920	C0020517	1	3
DB00920	C0847614	1	0
DB00921	C0150055	1	3
DB00922	C0003811	1	0
DB00922	C0018802	1	3
DB00924	C0026838	1	1
DB00924	C0027121	1	3
DB00924	C0037763	1	3
DB00925	C0005694	1	2
DB00925	C0020540	1	1
DB00925	C0031511	1	0
DB00925	C0042024	1	4
DB00927	C0013295	1	4
DB00927	C0014869	1	4
DB00927	C0017168	1	1
DB00927	C0018834	1	0
DB00927	C0030920	1	2
DB00927	C0038358	1	2
DB00927	C0041582	1	0
DB00927	C0042109	1	1
DB00927	C0043515	1	2
DB00928	C0002871	1	4
DB00928	C0002893	1	3
DB00928	C0002894	1	2
DB00928	C0023480	1	4
DB00928	C3463824	1	3
DB00929	C0013295	1	4
DB00929	C0017168	1	3
DB00929	C0030920	1	1
DB00929	C0038358	1	0
DB00929	C0041582	1	3
DB00933	C0036341	1	1
DB00934	C0011581	1	3
DB00934	C0013295	1	4
DB00934	C0013415	1	4
DB00934	C0338908	1	3
DB00935	C0009763	1	1
DB00935	C0027424	1	3
DB00935	C0035455	1	0
DB00936	C0003862	1	0
DB00936	C0003873	1	2
DB00936	C0004604	1	2
DB00936	C0015967	1	3
DB00936	C0020757	1	3
DB00936	C0022593	1	4
DB00936	C0027051	1	1
DB00936	C0029408	1	2
DB00936	C0030193	1	3
DB00936	C0032027	1	4
DB00936	C0033860	1	0
DB00936	C0036508	1	1
DB00936	C0039103	1	1
DB00936	C0149931	1	3
DB00936	C0542346	1	2
DB00936	C0702166	1	0
DB00936	C0870082	1	2
DB00936	C2607914	1	3
DB00937	C0028754	1	2
DB00938	C0004096	1	4
DB00938	C0024117	1	2
DB00938	C0034067	1	2
DB00939	C0003862	1	4
DB00939	C0003864	1	3
DB00939	C0003873	1	3
DB00939	C0013390	1	4
DB00939	C0025323	1	3
DB00939	C0029408	1	3
DB00939	C0030193	1	3
DB00939	C0231528	1	3
DB00940	C0005697	1	4
DB00940	C0017152	1	2
DB00940	C0022104	1	2
DB00940	C0030305	1	1
DB00940	C0030920	1	1
DB00940	C0038358	1	0
DB00940	C0042024	1	3
DB00942	C0013384	1	3
DB00942	C0030567	1	4
DB00944	C0017601	1	4
DB00945	C0002965	1	3
DB00945	C0003862	1	0
DB00945	C0003864	1	3
DB00945	C0003873	1	4
DB00945	C0004604	1	1
DB00945	C0013390	1	2
DB00945	C0015967	1	3
DB00945	C0018099	1	0
DB00945	C0018681	1	2
DB00945	C0021308	1	4
DB00945	C0024141	1	4
DB00945	C0027051	1	2
DB00945	C0029408	1	3
DB00945	C0030193	1	2
DB00945	C0038013	1	1
DB00945	C0040053	1	3
DB00945	C0149931	1	2
DB00945	C0231528	1	1
DB00946	C0004238	1	1
DB00946	C0027051	1	2
DB00946	C0034065	1	0
DB00946	C0040038	1	1
DB00946	C0040053	1	0
DB00946	C0042487	1	4
DB00946	C0948008	1	3
DB00947	C0006142	1	0
DB00947	C1458155	1	4
DB00949	C0002874	1	2
DB00949	C0014544	1	2
DB00949	C0085417	1	3
DB00949	C0085605	1	0
DB00949	C0234974	1	4
DB00949	C0238111	1	3
DB00950	C0018621	1	3
DB00950	C0020517	1	2
DB00950	C0035457	1	3
DB00950	C0042109	1	3
DB00950	C2607914	1	0
DB00951	C0020473	1	2
DB00951	C0041296	1	0
DB00952	C0149931	1	4
DB00953	C0149931	1	4
DB00956	C0010200	1	3
DB00956	C0027424	1	4
DB00956	C0030193	1	1
DB00956	C0035455	1	2
DB00956	C2607914	1	4
DB00957	C0002453	1	4
DB00957	C0021361	1	0
DB00959	C0001403	1	1
DB00959	C0001627	1	0
DB00959	C0002871	1	3
DB00959	C0002875	1	0
DB00959	C0002880	1	4
DB00959	C0002994	1	4
DB00959	C0003868	1	0
DB00959	C0003872	1	1
DB00959	C0003873	1	4
DB00959	C0004096	1	3
DB00959	C0004364	1	0
DB00959	C0005138	1	4
DB00959	C0006114	1	4
DB00959	C0009324	1	3
DB00959	C0010346	1	1
DB00959	C0011606	1	3
DB00959	C0011615	1	2
DB00959	C0011616	1	0
DB00959	C0014335	1	2
DB00959	C0014742	1	3
DB00959	C0015230	1	4
DB00959	C0015397	1	0
DB00959	C0018621	1	4
DB00959	C0019829	1	3
DB00959	C0020437	1	1
DB00959	C0020517	1	3
DB00959	C0021390	1	3
DB00959	C0023052	1	0
DB00959	C0023449	1	1
DB00959	C0024138	1	3
DB00959	C0024141	1	3
DB00959	C0024301	1	4
DB00959	C0024305	1	3
DB00959	C0026769	1	3
DB00959	C0026948	1	3
DB00959	C0027726	1	1
DB00959	C0029408	1	4
DB00959	C0030807	1	2
DB00959	C0033860	1	3
DB00959	C0035222	1	3
DB00959	C0035457	1	2
DB00959	C0036202	1	4
DB00959	C0036508	1	0
DB00959	C0036830	1	2
DB00959	C0037274	1	0
DB00959	C0038013	1	4
DB00959	C0039103	1	2
DB00959	C0040147	1	2
DB00959	C0079773	1	3
DB00959	C0405580	1	1
DB00959	C0702166	1	2
DB00959	C1260899	1	0
DB00959	C2607914	1	2
DB00960	C0004238	1	1
DB00960	C0013604	1	3
DB00960	C0017601	1	2
DB00960	C0020538	1	4
DB00960	C0027051	1	1
DB00960	C0042514	1	0
DB00962	C0021603	1	4
DB00962	C0917801	1	4
DB00963	C0030193	1	3
DB00964	C0017601	1	0
DB00964	C0017612	1	1
DB00966	C0011860	1	2
DB00966	C0011881	1	3
DB00966	C0018802	1	1
DB00966	C0020538	1	4
DB00966	C0038454	1	4
DB00966	C0242698	1	0
DB00967	C0018621	1	4
DB00967	C0020517	1	0
DB00967	C0027424	1	1
DB00967	C0035457	1	4
DB00967	C0042109	1	4
DB00967	C2607914	1	3
DB00968	C0020538	1	2
DB00969	C0022104	1	4
DB00970	C0025202	1	0
DB00970	C0027708	1	3
DB00970	C0027819	1	1
DB00970	C0035335	1	3
DB00970	C0035412	1	3
DB00970	C0036220	1	1
DB00970	C0039590	1	0
DB00970	C0042138	1	0
DB00970	C0553580	1	4
DB00970	C2931618	1	3
DB00972	C0004096	1	3
DB00972	C0009763	1	3
DB00972	C0018621	1	4
DB00972	C0020517	1	3
DB00972	C0035457	1	0
DB00972	C0847614	1	3
DB00972	C2607914	1	0
DB00973	C0020443	1	3
DB00973	C0020445	1	1
DB00973	C0020473	1	1
DB00973	C0020474	1	1
DB00973	C0342881	1	4
DB00973	C0342907	1	4
DB00975	C0004238	1	1
DB00975	C0040053	1	3
DB00975	C1704436	1	2
DB00975	C1956346	1	2
DB00976	C0006271	1	2
DB00976	C0032285	1	3
DB00976	C0155862	1	1
DB00977	C0006142	1	4
DB00977	C0020619	1	3
DB00977	C0025322	1	4
DB00977	C0025323	1	1
DB00977	C0029456	1	0
DB00977	C0033578	1	0
DB00977	C0085215	1	0
DB00977	C0271578	1	1
DB00977	C0702166	1	1
DB00977	C1458155	1	0
DB00978	C0041296	1	1
DB00978	C0042029	1	4
DB00978	C0149725	1	0
DB00979	C0026961	1	0
DB00980	C0917801	1	2
DB00981	C0002395	1	1
DB00981	C0017601	1	0
DB00981	C0017612	1	1
DB00981	C0020649	1	2
DB00981	C0152020	1	2
DB00982	C0020538	1	4
DB00982	C0022593	1	4
DB00982	C0023418	1	2
DB00982	C0027819	1	4
DB00982	C0702166	1	0
DB00983	C0004096	1	1
DB00983	C0024117	1	2
DB00983	C0034067	1	1
DB00984	C0002893	1	1
DB00984	C0272375	1	2
DB00984	C0678222	1	0
DB00984	C0878787	1	3
DB00985	C0027497	1	2
DB00985	C0027498	1	1
DB00985	C0042571	1	3
DB00985	C0042963	1	2
DB00986	C0024117	1	3
DB00986	C0030920	1	2
DB00986	C0037036	1	3
DB00987	C0005699	1	3
DB00987	C0023418	1	1
DB00987	C0023434	1	0
DB00987	C0023449	1	4
DB00987	C0023467	1	1
DB00987	C0023473	1	3
DB00987	C0023487	1	1
DB00987	C0024299	1	2
DB00987	C0024305	1	3
DB00988	C0018681	1	4
DB00988	C0018794	1	1
DB00988	C0018802	1	1
DB00988	C0020649	1	0
DB00988	C0027051	1	1
DB00988	C0030567	1	2
DB00988	C0035078	1	1
DB00988	C0036690	1	4
DB00988	C0040822	1	4
DB00988	C0085612	1	3
DB00988	C0242422	1	4
DB00988	C0428977	1	0
DB00989	C0002395	1	1
DB00989	C0030567	1	4
DB00990	C1458155	1	3
DB00991	C0003873	1	2
DB00991	C0029408	1	0
DB00993	C0003873	1	0
DB00993	C0009319	1	4
DB00993	C0009324	1	3
DB00993	C0010346	1	2
DB00993	C0024141	1	1
DB00993	C0026769	1	2
DB00994	C0014356	1	4
DB00994	C0019151	1	0
DB00994	C0022568	1	3
DB00994	C0042029	1	3
DB00994	C0042164	1	3
DB00995	C0003864	1	2
DB00995	C0003872	1	2
DB00995	C0003873	1	2
DB00995	C0030807	1	4
DB00996	C0013384	1	1
DB00996	C0014544	1	0
DB00996	C0030567	1	1
DB00996	C0032768	1	4
DB00996	C0035258	1	4
DB00996	C0036572	1	2
DB00997	C0005695	1	2
DB00997	C0006413	1	3
DB00997	C0019829	1	2
DB00997	C0023449	1	1
DB00997	C0023467	1	3
DB00997	C0024301	1	2
DB00997	C0024305	1	1
DB00997	C0026764	1	1
DB00997	C0027708	1	3
DB00997	C0027819	1	2
DB00997	C0036220	1	4
DB00997	C0079744	1	3
DB00997	C0149925	1	3
DB00997	C0276535	1	1
DB00997	C0678222	1	3
DB00997	C0919267	1	2
DB00997	C1140680	1	0
DB00997	C1458155	1	1
DB00998	C0149931	1	0
DB00999	C0013604	1	2
DB00999	C0018802	1	1
DB00999	C0020538	1	3
DB00999	C0027726	1	0
DB01001	C0004096	1	2
DB01001	C0008677	1	0
DB01001	C0022876	1	4
DB01001	C0024117	1	4
DB01001	C0746102	1	0
DB01003	C0004096	1	1
DB01003	C0009324	1	2
DB01003	C0009763	1	0
DB01003	C0011603	1	4
DB01003	C0014356	1	1
DB01003	C0016470	1	2
DB01003	C0022568	1	4
DB01003	C0024899	1	1
DB01003	C0035457	1	2
DB01003	C0042109	1	2
DB01003	C0221013	1	1
DB01003	C0847614	1	1
DB01003	C2607914	1	3
DB01005	C0002895	1	2
DB01005	C0006118	1	1
DB01005	C0007131	1	0
DB01005	C0007134	1	2
DB01005	C0018671	1	0
DB01005	C0023473	1	2
DB01005	C0023518	1	4
DB01005	C0025202	1	0
DB01005	C0032463	1	0
DB01005	C0033578	1	3
DB01005	C0033860	1	4
DB01005	C0040028	1	4
DB01005	C0042138	1	4
DB01005	C0278996	1	3
DB01005	C0919267	1	0
DB01005	C1140680	1	3
DB01005	C1168401	1	3
DB01005	C1540912	1	2
DB01006	C0006142	1	1
DB01006	C1458155	1	1
DB01009	C0003873	1	4
DB01009	C0013390	1	4
DB01009	C0029408	1	1
DB01009	C0030193	1	2
DB01009	C0038013	1	1
DB01010	C0026896	1	1
DB01011	C0010481	1	3
DB01012	C0020437	1	0
DB01012	C0020502	1	0
DB01012	C0020503	1	1
DB01012	C0687150	1	1
DB01012	C1561643	1	2
DB01013	C0011616	1	0
DB01013	C0033860	1	2
DB01013	C0036508	1	1
DB01014	C0009324	1	3
DB01014	C0014356	1	2
DB01014	C0041582	1	4
DB01015	C0014335	1	0
DB01015	C0029882	1	2
DB01015	C0032285	1	3
DB01015	C0033581	1	1
DB01016	C0003811	1	2
DB01016	C0011849	1	3
DB01016	C0011860	1	2
DB01016	C0020456	1	0
DB01017	C0009763	1	1
DB01017	C0015967	1	0
DB01017	C0031099	1	4
DB01017	C0032285	1	1
DB01017	C0037199	1	3
DB01017	C0042029	1	4
DB01017	C0149704	1	4
DB01018	C0020538	1	0
DB01018	C1263846	1	1
DB01019	C0005697	1	1
DB01019	C0017168	1	2
DB01019	C0080274	1	1
DB01020	C0002962	1	0
DB01020	C0027051	1	4
DB01020	C1956346	1	0
DB01021	C0013604	1	3
DB01021	C0018801	1	1
DB01021	C0018802	1	3
DB01021	C0020538	1	1
DB01021	C0027726	1	3
DB01022	C0019080	1	3
DB01022	C0019087	1	2
DB01022	C0020598	1	1
DB01022	C0029456	1	4
DB01022	C0042880	1	4
DB01023	C0003811	1	1
DB01023	C0020538	1	0
DB01023	C0085580	1	2
DB01024	C0033860	1	1
DB01025	C0004096	1	0
DB01025	C0009763	1	0
DB01025	C0020517	1	3
DB01025	C0038363	1	1
DB01025	C0041582	1	1
DB01026	C0036508	1	3
DB01029	C0011860	1	1
DB01029	C0011881	1	1
DB01029	C0018802	1	2
DB01029	C0020538	1	4
DB01029	C0242698	1	0
DB01030	C0007131	1	0
DB01030	C0149925	1	0
DB01030	C0262584	1	2
DB01030	C0919267	1	3
DB01030	C1140680	1	3
DB01030	C4048328	1	2
DB01031	C0021603	1	1
DB01031	C0917801	1	4
DB01032	C0003868	1	3
DB01032	C0018099	1	0
DB01032	C0740394	1	2
DB01033	C0023434	1	4
DB01033	C0023449	1	3
DB01033	C0023487	1	2
DB01033	C0024305	1	3
DB01034	C0020473	1	4
DB01035	C0003811	1	0
DB01035	C0004238	1	1
DB01035	C0004239	1	2
DB01035	C0039240	1	2
DB01035	C0042514	1	1
DB01035	C0085612	1	0
DB01035	C0151636	1	4
DB01036	C0042023	1	0
DB01036	C0042024	1	4
DB01036	C0085606	1	4
DB01036	C0878773	1	3
DB01037	C0002395	1	1
DB01037	C0013384	1	2
DB01037	C0030567	1	3
DB01037	C1269683	1	0
DB01039	C0020443	1	0
DB01039	C0020473	1	1
DB01039	C0020474	1	3
DB01039	C0020476	1	4
DB01039	C0020557	1	1
DB01039	C0473527	1	2
DB01041	C0003873	1	1
DB01041	C0004943	1	1
DB01041	C0007134	1	0
DB01041	C0010346	1	0
DB01041	C0014742	1	4
DB01041	C0014743	1	4
DB01041	C0024138	1	2
DB01041	C0024419	1	2
DB01041	C0026764	1	4
DB01041	C0038363	1	0
DB01043	C0002395	1	4
DB01043	C0013384	1	1
DB01043	C0030567	1	0
DB01045	C0025289	1	3
DB01045	C0041296	1	1
DB01046	C0009806	1	2
DB01046	C0022104	1	4
DB01047	C0011616	1	3
DB01047	C0013595	1	3
DB01047	C0015230	1	3
DB01047	C0020517	1	4
DB01047	C0024138	1	3
DB01047	C0036508	1	0
DB01047	C0079773	1	3
DB01049	C0497327	1	1
DB01050	C0003872	1	2
DB01050	C0003873	1	0
DB01050	C0013390	1	1
DB01050	C0015967	1	3
DB01050	C0018099	1	4
DB01050	C0018681	1	1
DB01050	C0025323	1	4
DB01050	C0029408	1	0
DB01050	C0030193	1	3
DB01050	C0031046	1	1
DB01050	C0038013	1	4
DB01050	C0149931	1	2
DB01050	C0231528	1	3
DB01050	C0233315	1	3
DB01053	C0014121	1	2
DB01053	C0014733	1	3
DB01053	C0025289	1	2
DB01053	C0025294	1	1
DB01053	C0032285	1	3
DB01053	C0149704	1	3
DB01053	C0155862	1	2
DB01056	C0003811	1	3
DB01056	C0040997	1	0
DB01056	C0085612	1	1
DB01057	C0014877	1	0
DB01057	C0017601	1	3
DB01057	C0017612	1	0
DB01057	C0271093	1	1
DB01059	C0010692	1	0
DB01059	C0014836	1	3
DB01059	C0031154	1	1
DB01059	C0032285	1	1
DB01059	C0033581	1	2
DB01059	C0034186	1	3
DB01059	C0042029	1	3
DB01059	C0149725	1	0
DB01059	C0155862	1	3
DB01059	C2242472	1	1
DB01060	C0013295	1	1
DB01060	C0014836	1	2
DB01060	C0029882	1	3
DB01060	C0037199	1	1
DB01060	C0042029	1	4
DB01060	C0149725	1	2
DB01060	C0155862	1	3
DB01062	C0005697	1	2
DB01062	C0042023	1	4
DB01062	C0042024	1	0
DB01062	C0085606	1	3
DB01062	C0878773	1	0
DB01063	C0033975	1	0
DB01064	C0004096	1	3
DB01064	C0004245	1	3
DB01064	C0008677	1	1
DB01064	C0018790	1	4
DB01064	C0018794	1	2
DB01064	C0040479	1	4
DB01064	C0042510	1	4
DB01064	C0428977	1	1
DB01065	C0007789	1	4
DB01065	C0021603	1	4
DB01065	C0376358	1	3
DB01065	C0456909	1	4
DB01065	C0877792	1	1
DB01067	C0011849	1	3
DB01067	C0011860	1	0
DB01067	C0020456	1	1
DB01068	C0014544	1	4
DB01068	C0014550	1	1
DB01068	C0014553	1	3
DB01068	C0030319	1	0
DB01068	C0035258	1	2
DB01068	C0036572	1	3
DB01068	C0238111	1	3
DB01068	C0270846	1	1
DB01068	C0595948	1	4
DB01069	C0018621	1	0
DB01069	C0020517	1	1
DB01069	C0027498	1	2
DB01069	C0032787	1	0
DB01069	C0035457	1	0
DB01069	C0042109	1	3
DB01070	C0001122	1	3
DB01070	C0015624	1	0
DB01070	C0020502	1	0
DB01070	C0020598	1	3
DB01070	C0020626	1	2
DB01070	C0022661	1	0
DB01070	C0029442	1	3
DB01070	C0029456	1	0
DB01070	C0033806	1	1
DB01070	C0035579	1	2
DB01070	C0039621	1	4
DB01070	C0042842	1	0
DB01070	C0042870	1	4
DB01070	C0085682	1	1
DB01071	C0018621	1	2
DB01071	C0042109	1	4
DB01071	C2607914	1	1
DB01073	C0023434	1	1
DB01073	C0024305	1	0
DB01074	C0002962	1	0
DB01075	C0013384	1	1
DB01075	C0018621	1	1
DB01075	C0018681	1	1
DB01075	C0020517	1	0
DB01075	C0021603	1	0
DB01075	C0030567	1	4
DB01075	C0035457	1	4
DB01075	C0042109	1	4
DB01075	C0917801	1	0
DB01076	C0002962	1	0
DB01076	C0003850	1	1
DB01076	C0020443	1	2
DB01076	C0020473	1	2
DB01076	C0020474	1	1
DB01076	C0020476	1	0
DB01076	C0020479	1	2
DB01076	C0020538	1	1
DB01076	C0020557	1	0
DB01076	C0027051	1	1
DB01076	C0038454	1	4
DB01076	C0342881	1	0
DB01076	C0948089	1	2
DB01077	C0020437	1	3
DB01077	C0029396	1	0
DB01077	C0029401	1	1
DB01078	C0003811	1	1
DB01078	C0004238	1	2
DB01078	C0004239	1	3
DB01078	C0018801	1	0
DB01078	C0018802	1	0
DB01078	C0039240	1	2
DB01079	C0022104	1	0
DB01080	C0036572	1	2
DB01080	C0037763	1	3
DB01080	C0037769	1	1
DB01081	C0011991	1	1
DB01081	C0014356	1	0
DB01082	C0014121	1	3
DB01082	C0014356	1	4
DB01082	C0041296	1	3
DB01083	C0028754	1	0
DB01084	C0009763	1	3
DB01084	C0020517	1	2
DB01084	C0033774	1	4
DB01084	C0042109	1	0
DB01085	C0017601	1	2
DB01085	C0017605	1	3
DB01085	C0017612	1	2
DB01085	C0018671	1	2
DB01085	C0028840	1	3
DB01085	C0043352	1	1
DB01085	C1527336	1	1
DB01086	C0010200	1	3
DB01086	C0028754	1	4
DB01086	C0029882	1	0
DB01086	C0033774	1	1
DB01086	C0038363	1	0
DB01086	C0149745	1	3
DB01088	C0020542	1	2
DB01088	C0040053	1	2
DB01088	C2973725	1	0
DB01089	C0013384	1	0
DB01090	C0020546	1	3
DB01092	C0003811	1	2
DB01092	C0004238	1	4
DB01092	C0004239	1	4
DB01092	C0018801	1	2
DB01094	C0020473	1	0
DB01095	C0003850	1	1
DB01095	C0010054	1	3
DB01095	C0018798	1	4
DB01095	C0020443	1	1
DB01095	C0020473	1	1
DB01095	C0020474	1	2
DB01095	C0020476	1	1
DB01095	C0242339	1	3
DB01097	C0003872	1	1
DB01097	C0003873	1	3
DB01098	C0003850	1	1
DB01098	C0004153	1	3
DB01098	C0020443	1	0
DB01098	C0020473	1	3
DB01098	C0020474	1	1
DB01098	C0020479	1	2
DB01098	C0020557	1	0
DB01098	C0038454	1	3
DB01098	C0242339	1	0
DB01098	C0342881	1	2
DB01099	C0025289	1	2
DB01100	C0013384	1	4
DB01100	C0020179	1	4
DB01100	C0040517	1	3
DB01101	C0009404	1	2
DB01101	C1458155	1	3
DB01101	C1527249	1	2
DB01102	C1956346	1	0
DB01104	C0011581	1	1
DB01104	C0028768	1	2
DB01104	C0030319	1	0
DB01105	C0028754	1	2
DB01106	C0009763	1	4
DB01106	C0847614	1	4
DB01106	C2607914	1	2
DB01107	C0021603	1	0
DB01107	C0917801	1	2
DB01108	C0010481	1	0
DB01109	C0012739	1	2
DB01109	C0149871	1	4
DB01110	C0014356	1	3
DB01110	C0040261	1	0
DB01113	C0002962	1	4
DB01113	C0003811	1	3
DB01113	C0007786	1	1
DB01113	C0009319	1	0
DB01113	C0027051	1	0
DB01113	C0034065	1	2
DB01113	C0034734	1	0
DB01113	C0040038	1	0
DB01113	C0085096	1	1
DB01113	C0242350	1	3
DB01113	C0917798	1	0
DB01114	C0004096	1	0
DB01114	C0018621	1	1
DB01114	C0020517	1	2
DB01114	C0027424	1	0
DB01114	C0033774	1	1
DB01114	C0035455	1	3
DB01114	C0035457	1	1
DB01114	C0042109	1	4
DB01114	C0343065	1	1
DB01114	C2607914	1	3
DB01115	C0002962	1	3
DB01115	C0020538	1	3
DB01115	C0022876	1	2
DB01117	C0032285	1	1
DB01118	C0003811	1	4
DB01118	C0039240	1	3
DB01118	C0042510	1	0
DB01118	C0085612	1	1
DB01119	C0020459	1	1
DB01119	C0020540	1	0
DB01119	C0020615	1	2
DB01119	C0021670	1	3
DB01120	C0011849	1	0
DB01120	C0011860	1	4
DB01120	C0020456	1	3
DB01121	C0014544	1	3
DB01121	C0036572	1	4
DB01121	C0085417	1	2
DB01122	C0026848	1	3
DB01122	C0026896	1	4
DB01124	C0011849	1	0
DB01124	C0011860	1	1
DB01124	C0020456	1	1
DB01125	C0004238	1	4
DB01125	C0027051	1	3
DB01125	C0040053	1	3
DB01125	C0149871	1	3
DB01126	C0020507	1	3
DB01126	C2937421	1	0
DB01128	C0033578	1	4
DB01128	C0376358	1	1
DB01129	C0013295	1	1
DB01129	C0017168	1	1
DB01129	C0017181	1	0
DB01129	C0027662	1	4
DB01129	C0030920	1	1
DB01129	C0041582	1	4
DB01129	C0043515	1	0
DB01129	C0221013	1	1
DB01130	C0011615	1	2
DB01130	C0011616	1	3
DB01130	C0013595	1	4
DB01130	C0015230	1	2
DB01130	C0015456	1	3
DB01130	C0024138	1	0
DB01130	C0036508	1	3
DB01130	C0079773	1	2
DB01132	C0011849	1	2
DB01132	C0011860	1	2
DB01132	C0020456	1	0
DB01133	C0029401	1	1
DB01136	C0018801	1	0
DB01136	C0018802	1	1
DB01136	C0020538	1	3
DB01136	C0027051	1	2
DB01136	C0151744	1	4
DB01136	C0878544	1	4
DB01137	C0032285	1	3
DB01137	C0033581	1	0
DB01137	C0034186	1	2
DB01137	C0037199	1	1
DB01137	C0155862	1	4
DB01138	C0003868	1	4
DB01138	C0018099	1	0
DB01138	C0027051	1	2
DB01138	C0740394	1	3
DB01140	C0042029	1	2
DB01142	C0003467	1	4
DB01142	C0005587	1	3
DB01142	C0011581	1	2
DB01142	C0011615	1	4
DB01142	C0033774	1	0
DB01142	C0270458	1	3
DB01142	C0917801	1	3
DB01143	C0278996	1	0
DB01143	C1140680	1	1
DB01144	C0014544	1	1
DB01144	C0017601	1	3
DB01144	C0017605	1	3
DB01144	C0017612	1	2
DB01146	C0018621	1	1
DB01146	C0027424	1	4
DB01146	C0033774	1	3
DB01146	C0042109	1	1
DB01146	C0343065	1	1
DB01146	C2607914	1	3
DB01148	C0010692	1	4
DB01148	C0013428	1	4
DB01148	C0028734	1	3
DB01148	C0033581	1	0
DB01148	C0042023	1	3
DB01148	C0042024	1	1
DB01148	C0085606	1	3
DB01148	C0282488	1	0
DB01149	C1269683	1	0
DB01151	C0011581	1	2
DB01151	C0150055	1	3
DB01156	C0011581	1	0
DB01156	C0028754	1	0
DB01156	C0085159	1	1
DB01156	C1269683	1	1
DB01157	C0007102	1	0
DB01158	C0003811	1	3
DB01158	C0042510	1	1
DB01158	C0042514	1	2
DB01158	C0085612	1	2
DB01162	C0020538	1	1
DB01162	C2937421	1	4
DB01164	C0018790	1	4
DB01164	C0020461	1	2
DB01164	C0020598	1	2
DB01164	C0020621	1	0
DB01164	C0039621	1	4
DB01164	C0151714	1	1
DB01164	C0151940	1	4
DB01165	C0010692	1	0
DB01165	C0011991	1	3
DB01165	C0014534	1	1
DB01165	C0014836	1	3
DB01165	C0015967	1	1
DB01165	C0032285	1	2
DB01165	C0033581	1	0
DB01165	C0034186	1	0
DB01165	C0037199	1	4
DB01165	C0042029	1	0
DB01165	C0149725	1	4
DB01165	C0155862	1	4
DB01165	C2242472	1	0
DB01166	C0004096	1	0
DB01166	C0021775	1	4
DB01166	C0040053	1	2
DB01167	C0040261	1	2
DB01168	C0006118	1	1
DB01168	C0019829	1	4
DB01168	C0024121	1	4
DB01168	C0024305	1	0
DB01168	C0025202	1	4
DB01168	C0026764	1	3
DB01169	C0023479	1	1
DB01169	C0023487	1	4
DB01170	C0017601	1	0
DB01170	C0020538	1	2
DB01170	C0020544	1	4
DB01171	C0003467	1	0
DB01171	C0011581	1	0
DB01173	C0013384	1	1
DB01173	C0026838	1	4
DB01173	C0027121	1	4
DB01173	C0030567	1	4
DB01173	C0231528	1	3
DB01173	C0242422	1	2
DB01174	C0009952	1	3
DB01174	C0014544	1	1
